coll_num,hitrun,commercial_inv,passenger_inv,colli_dt,obj_struck,p_dispatch,p_arrive,ped,cyclist,cite_simple,street_primary,street_block,street_secondary,type,pedtype,year,hour,tod,cite_for_dui,cite_for_homicide,cite_for_speed,PLACE,FULLNAME
E709604,FALSE,FALSE,FALSE,2017-09-07T13:24:00Z,NA,2017-09-07T13:25:00Z,2017-09-07T13:41:00Z,FALSE,FALSE,"INATTENTION, NO INSURANCE",WARREN AVE,",",6TH STREET,MV Only,NA,2017,13,day 0600-1759,FALSE,FALSE,FALSE,City of Bremerton,State Hwy 303
E709604,FALSE,FALSE,FALSE,2017-09-07T13:24:00Z,NA,2017-09-07T13:25:00Z,2017-09-07T13:41:00Z,FALSE,FALSE,"INATTENTION, NO INSURANCE",WARREN AVE,",",6TH STREET,MV Only,NA,2017,13,day 0600-1759,FALSE,FALSE,FALSE,City of Bremerton,Warren Ave
E709605,FALSE,FALSE,TRUE,2017-09-08T10:21:00Z,TREE OR STUMP,2017-09-08T10:22:00Z,2017-09-08T10:28:00Z,FALSE,FALSE,"INATTENTION, INATTENTION",WHEATON WAY,",",SYLVAN WAY,MV Only,NA,2017,10,day 0600-1759,FALSE,FALSE,FALSE,City of Bremerton,Sylvan Way NE
E709605,FALSE,FALSE,TRUE,2017-09-08T10:21:00Z,TREE OR STUMP,2017-09-08T10:22:00Z,2017-09-08T10:28:00Z,FALSE,FALSE,"INATTENTION, INATTENTION",WHEATON WAY,",",SYLVAN WAY,MV Only,NA,2017,10,day 0600-1759,FALSE,FALSE,FALSE,City of Bremerton,NE Sylvan Way
E709605,FALSE,FALSE,TRUE,2017-09-08T10:21:00Z,TREE OR STUMP,2017-09-08T10:22:00Z,2017-09-08T10:28:00Z,FALSE,FALSE,"INATTENTION, INATTENTION",WHEATON WAY,",",SYLVAN WAY,MV Only,NA,2017,10,day 0600-1759,FALSE,FALSE,FALSE,City of Bremerton,Sylvan Way
E709785,FALSE,FALSE,TRUE,2017-09-08T15:00:00Z,NA,2017-09-08T15:01:00Z,2017-09-08T15:12:00Z,FALSE,FALSE,,W LOXIE EGANS BLVD,4200,SR 3 NB ON RAMP,MV Only,NA,2017,15,day 0600-1759,FALSE,FALSE,FALSE,City of Bremerton,W Loxie Eagans Blvd
E709875,FALSE,FALSE,FALSE,2017-09-08T09:18:00Z,NA,2017-09-08T09:38:00Z,2017-09-08T09:44:00Z,FALSE,FALSE,,4TH ST,200,WASHINGTON,MV Only,NA,2017,9,day 0600-1759,FALSE,FALSE,FALSE,City of Bremerton,NA
E709876,FALSE,FALSE,TRUE,2017-09-09T13:49:00Z,NA,2017-09-09T13:50:00Z,2017-09-09T13:57:00Z,FALSE,FALSE,,6TH ST,2000,NAVAL AVE,MV Only,NA,2017,13,day 0600-1759,FALSE,FALSE,FALSE,City of Bremerton,Naval Ave
E709876,FALSE,FALSE,TRUE,2017-09-09T13:49:00Z,NA,2017-09-09T13:50:00Z,2017-09-09T13:57:00Z,FALSE,FALSE,,6TH ST,2000,NAVAL AVE,MV Only,NA,2017,13,day 0600-1759,FALSE,FALSE,FALSE,City of Bremerton,6th St
E710006,FALSE,FALSE,FALSE,2017-09-07T16:52:00Z,NA,2017-09-07T16:54:00Z,2017-09-07T16:56:00Z,FALSE,FALSE,,BURWELL STREET,.,OLYMPIC AVENUE,MV Only,NA,2017,16,day 0600-1759,FALSE,FALSE,FALSE,City of Bremerton,Burwell St
E710006,FALSE,FALSE,FALSE,2017-09-07T16:52:00Z,NA,2017-09-07T16:54:00Z,2017-09-07T16:56:00Z,FALSE,FALSE,,BURWELL STREET,.,OLYMPIC AVENUE,MV Only,NA,2017,16,day 0600-1759,FALSE,FALSE,FALSE,City of Bremerton,State Hwy 304
E710006,FALSE,FALSE,FALSE,2017-09-07T16:52:00Z,NA,2017-09-07T16:54:00Z,2017-09-07T16:56:00Z,FALSE,FALSE,,BURWELL STREET,.,OLYMPIC AVENUE,MV Only,NA,2017,16,day 0600-1759,FALSE,FALSE,FALSE,City of Bremerton,Olympic Ave
E710006,FALSE,FALSE,FALSE,2017-09-07T16:52:00Z,NA,2017-09-07T16:54:00Z,2017-09-07T16:56:00Z,FALSE,FALSE,,BURWELL STREET,.,OLYMPIC AVENUE,MV Only,NA,2017,16,day 0600-1759,FALSE,FALSE,FALSE,City of Bremerton,State Rte 304
E710166,FALSE,FALSE,FALSE,2017-09-09T20:21:00Z,NA,2017-09-09T20:22:00Z,2017-09-09T20:26:00Z,FALSE,FALSE,INATTENTION,KITSAP WAY,3700,MARINE DR,MV Only,NA,2017,20,night 1800-0559,FALSE,FALSE,FALSE,City of Bremerton,Kitsap Way
E710166,FALSE,FALSE,FALSE,2017-09-09T20:21:00Z,NA,2017-09-09T20:22:00Z,2017-09-09T20:26:00Z,FALSE,FALSE,INATTENTION,KITSAP WAY,3700,MARINE DR,MV Only,NA,2017,20,night 1800-0559,FALSE,FALSE,FALSE,City of Bremerton,State Hwy 310
E710247,FALSE,FALSE,FALSE,2017-09-09T09:00:00Z,TREE OR STUMP,2017-09-09T09:00:00Z,2017-09-09T09:12:00Z,FALSE,FALSE,INATTENTION,PINE RD,3500,PENNIE LN,MV Only,NA,2017,9,day 0600-1759,FALSE,FALSE,FALSE,City of Bremerton,NA
E711114,FALSE,FALSE,FALSE,2017-09-11T13:33:00Z,NA,2017-09-11T13:34:00Z,2017-09-11T13:39:00Z,FALSE,FALSE,INATTENTION,KITSAP WAY,4900,OSTRICH,MV Only,NA,2017,13,day 0600-1759,FALSE,FALSE,FALSE,City of Bremerton,Ostrich Bay Ave
E711115,FALSE,FALSE,FALSE,2017-09-11T07:11:00Z,NA,2017-09-11T07:12:00Z,2017-09-11T07:19:00Z,FALSE,FALSE,"SPEED/TOO FAST, NO INSURANCE",6TH ST,1700,PENNSYLVANIA AVE,MV Only,NA,2017,7,day 0600-1759,FALSE,FALSE,TRUE,City of Bremerton,6th St
E711116,FALSE,FALSE,FALSE,2017-09-08T15:01:00Z,NA,2017-09-08T15:02:00Z,2017-09-08T15:13:00Z,FALSE,FALSE,INATTENTION,AUSTIN DR,2900,BYE ROAD,MV Only,NA,2017,15,day 0600-1759,FALSE,FALSE,FALSE,City of Bremerton,NA
E711117,FALSE,FALSE,TRUE,2017-09-11T11:10:00Z,NA,2017-09-11T11:12:00Z,2017-09-11T11:12:00Z,FALSE,FALSE,,KITSAP WAY,NA,11TH,MV Only,NA,2017,11,day 0600-1759,FALSE,FALSE,FALSE,City of Bremerton,NA
E711118,FALSE,FALSE,TRUE,2017-09-11T18:25:00Z,NA,2017-09-11T18:26:00Z,2017-09-11T18:46:00Z,FALSE,FALSE,,LOXIE EAGANS BLVD,.,STATE HWY 3,MV Only,NA,2017,18,night 1800-0559,FALSE,FALSE,FALSE,City of Bremerton,NA
E711119,FALSE,FALSE,FALSE,2017-09-12T14:30:00Z,NA,2017-09-12T14:31:00Z,2017-09-12T14:32:00Z,FALSE,FALSE,INATTENTION,AUTO CENTER WAY,",",KEAN BLVD,MV Only,NA,2017,14,day 0600-1759,FALSE,FALSE,FALSE,City of Bremerton,NA
