Colli_Rpt_Num_Colli_Rpt_Num,hitrun,colli_dt,obj_struck,ped,cyclist,cite_simple,type,pedtype,year,hour,tod,cite_for_dui,cite_for_homicide,cite_for_speed,PLACE
2601586,FALSE,6/23/2019 6:00:00 PM,NA,FALSE,FALSE,FAIL TO YIELD,Car Only,NA,2019,18,night 1800-0559,FALSE,FALSE,FALSE,Kingston UGA
2626026,FALSE,4/20/2015 8:12:00 AM,NA,FALSE,FALSE,DUI,Car Only,NA,2015,8,day 0600-1759,TRUE,FALSE,FALSE,City of Port Orchard
2626028,FALSE,4/20/2015 12:00:00 PM,NA,FALSE,TRUE,"FAIL TO YIELD, FAIL TO YIELD",Includes Ped or Cyclist,Includes Cyclist,2015,12,day 0600-1759,FALSE,FALSE,FALSE,City of Port Orchard
2626256,FALSE,5/2/2014 9:48:00 PM,NA,FALSE,FALSE,FAIL TO YIELD,Car Only,NA,2014,21,night 1800-0559,FALSE,FALSE,FALSE,City of Port Orchard
2626258,TRUE,5/24/2014 10:49:00 PM,NA,FALSE,FALSE,,Car Only,NA,2014,22,night 1800-0559,FALSE,FALSE,FALSE,City of Port Orchard
2626260,FALSE,4/24/2015 1:44:00 AM,NA,TRUE,FALSE,,Includes Ped or Cyclist,Includes Ped,2015,1,night 1800-0559,FALSE,FALSE,FALSE,City of Port Orchard
2626261,FALSE,5/21/2015 10:23:00 PM,NA,FALSE,FALSE,,Car Only,NA,2015,22,night 1800-0559,FALSE,FALSE,FALSE,City of Port Orchard
2626262,FALSE,11/23/2015 5:50:00 AM,NA,FALSE,FALSE,SPEED/TOO FAST,Car Only,NA,2015,5,night 1800-0559,FALSE,FALSE,TRUE,City of Port Orchard
2626277,FALSE,12/23/2017 10:21:00 PM,NA,FALSE,FALSE,DUI,Car Only,NA,2017,22,night 1800-0559,TRUE,FALSE,FALSE,City of Port Orchard
2626301,FALSE,2/8/2014 1:16:00 AM,NA,FALSE,FALSE,,Car Only,NA,2014,1,night 1800-0559,FALSE,FALSE,FALSE,City of Port Orchard
2626327,FALSE,6/27/2014 2:17:00 AM,NA,FALSE,FALSE,,Car Only,NA,2014,2,night 1800-0559,FALSE,FALSE,FALSE,City of Port Orchard
2626328,TRUE,11/2/2014 1:23:00 AM,NA,FALSE,FALSE,,Car Only,NA,2014,1,night 1800-0559,FALSE,FALSE,FALSE,City of Port Orchard
2626330,FALSE,4/17/2016 9:30:00 PM,NA,FALSE,FALSE,,Car Only,NA,2016,21,night 1800-0559,FALSE,FALSE,FALSE,City of Port Orchard
2626331,FALSE,10/3/2016 1:03:00 AM,UTILITY POLE,FALSE,FALSE,,Car Only,NA,2016,1,night 1800-0559,FALSE,FALSE,FALSE,City of Port Orchard
2626332,FALSE,10/5/2016 12:45:00 AM,EMBANKMENT,FALSE,FALSE,,Car Only,NA,2016,0,night 1800-0559,FALSE,FALSE,FALSE,City of Port Orchard
2626333,FALSE,12/26/2016 2:56:00 AM,NA,FALSE,FALSE,,Car Only,NA,2016,2,night 1800-0559,FALSE,FALSE,FALSE,City of Port Orchard
2626334,FALSE,3/27/2017 9:17:00 PM,NA,FALSE,FALSE,,Car Only,NA,2017,21,night 1800-0559,FALSE,FALSE,FALSE,City of Port Orchard
2626335,FALSE,1/17/2018 6:25:00 AM,NA,FALSE,FALSE,,Car Only,NA,2018,6,day 0600-1759,FALSE,FALSE,FALSE,City of Port Orchard
2626336,FALSE,2/13/2018 6:24:00 AM,NA,FALSE,FALSE,,Car Only,NA,2018,6,day 0600-1759,FALSE,FALSE,FALSE,City of Port Orchard
2626337,FALSE,2/14/2018 3:06:00 AM,DITCH,FALSE,FALSE,,Car Only,NA,2018,3,night 1800-0559,FALSE,FALSE,FALSE,City of Port Orchard
2626338,FALSE,6/2/2018 11:51:00 PM,NA,FALSE,FALSE,,Car Only,NA,2018,23,night 1800-0559,FALSE,FALSE,FALSE,City of Port Orchard
2626339,TRUE,5/3/2019 2:46:00 AM,NA,FALSE,FALSE,,Car Only,NA,2019,2,night 1800-0559,FALSE,FALSE,FALSE,City of Port Orchard
2626340,FALSE,6/21/2019 2:30:00 AM,NA,FALSE,FALSE,,Car Only,NA,2019,2,night 1800-0559,FALSE,FALSE,FALSE,City of Port Orchard
2626341,FALSE,7/19/2019 8:56:00 PM,NA,FALSE,FALSE,FAIL TO STOP,Car Only,NA,2019,20,night 1800-0559,FALSE,FALSE,FALSE,City of Port Orchard
2626447,FALSE,5/6/2018 12:00:00 PM,CEMENT WALL,FALSE,FALSE,,Car Only,NA,2018,12,day 0600-1759,FALSE,FALSE,FALSE,City of Port Orchard
2626448,FALSE,5/4/2018 4:36:00 PM,LAWN,FALSE,FALSE,,Car Only,NA,2018,16,day 0600-1759,FALSE,FALSE,FALSE,City of Port Orchard
2626546,TRUE,1/26/2014 3:25:00 AM,NA,FALSE,FALSE,HIT AND RUN,Car Only,NA,2014,3,night 1800-0559,FALSE,FALSE,FALSE,City of Port Orchard
2626548,FALSE,7/17/2018 5:22:00 AM,NA,FALSE,FALSE,,Car Only,NA,2018,5,night 1800-0559,FALSE,FALSE,FALSE,City of Port Orchard
2635994,FALSE,9/11/2015 8:00:00 PM,NA,FALSE,FALSE,FOLLOWING TOO CLOSE,Car Only,NA,2015,20,night 1800-0559,FALSE,FALSE,FALSE,City of Bainbridge Island
2662003,FALSE,4/4/2015 12:38:00 AM,NA,FALSE,FALSE,DUI,Car Only,NA,2015,0,night 1800-0559,TRUE,FALSE,FALSE,Other
2733641,FALSE,6/11/2014 3:44:00 PM,NA,FALSE,FALSE,FOLLOWING TOO CLOSE,Car Only,NA,2014,15,day 0600-1759,FALSE,FALSE,FALSE,Port Orchard UGA
2733642,FALSE,7/3/2014 8:20:00 PM,NA,FALSE,FALSE,,Car Only,NA,2014,20,night 1800-0559,FALSE,FALSE,FALSE,Poulsbo UTA
2733645,FALSE,2/17/2014 12:11:00 AM,NA,FALSE,FALSE,DUI,Car Only,NA,2014,0,night 1800-0559,TRUE,FALSE,FALSE,Other
2733647,FALSE,3/27/2014 3:28:00 PM,NA,FALSE,FALSE,,Car Only,NA,2014,15,day 0600-1759,FALSE,FALSE,FALSE,NA
2733649,FALSE,3/12/2014 4:34:00 PM,NA,FALSE,FALSE,,Car Only,NA,2014,16,day 0600-1759,FALSE,FALSE,FALSE,Other
2733650,TRUE,4/11/2014 5:41:00 PM,NA,FALSE,FALSE,,Car Only,NA,2014,17,day 0600-1759,FALSE,FALSE,FALSE,Other
2764737,FALSE,3/3/2014 7:10:00 PM,NA,FALSE,FALSE,"FOLLOWING TOO CLOSE, NO INSURANCE, NO INSURANCE",Car Only,NA,2014,19,night 1800-0559,FALSE,FALSE,FALSE,Central Kitsap UGA
2765267,FALSE,5/5/2014 4:42:00 PM,NA,FALSE,FALSE,FAIL TO YIELD,Car Only,NA,2014,16,day 0600-1759,FALSE,FALSE,FALSE,Other
2765268,FALSE,6/7/2014 2:10:00 AM,NA,FALSE,FALSE,OFF ROAD,Car Only,NA,2014,2,night 1800-0559,FALSE,FALSE,FALSE,Other
2765269,FALSE,6/10/2014 7:28:00 PM,NA,FALSE,FALSE,"FOLLOWING TOO CLOSE, FOLLOWING TOO CLOSE, FOLLOWING TOO CLOSE",Car Only,NA,2014,19,night 1800-0559,FALSE,FALSE,FALSE,Poulsbo UTA
2765270,FALSE,6/11/2014 11:50:00 PM,NA,FALSE,FALSE,,Car Only,NA,2014,23,night 1800-0559,FALSE,FALSE,FALSE,Central Kitsap UGA
2765271,FALSE,6/4/2014 9:48:00 PM,NA,FALSE,FALSE,,Car Only,NA,2014,21,night 1800-0559,FALSE,FALSE,FALSE,Other
2765272,FALSE,6/3/2014 6:15:00 PM,NA,FALSE,FALSE,FOLLOWING TOO CLOSE,Car Only,NA,2014,18,night 1800-0559,FALSE,FALSE,FALSE,Other
2765273,FALSE,5/29/2014 4:49:00 PM,NA,FALSE,FALSE,FOLLOWING TOO CLOSE,Car Only,NA,2014,16,day 0600-1759,FALSE,FALSE,FALSE,Bremerton West UGA
2765274,FALSE,5/23/2014 3:48:00 PM,NA,FALSE,FALSE,"FAIL TO YIELD, NO INSURANCE",Car Only,NA,2014,15,day 0600-1759,FALSE,FALSE,FALSE,City of Bremerton
2765275,FALSE,4/28/2014 4:30:00 PM,NA,FALSE,FALSE,FOLLOWING TOO CLOSE,Car Only,NA,2014,16,day 0600-1759,FALSE,FALSE,FALSE,Other
2765627,FALSE,3/29/2014 12:39:00 AM,NA,FALSE,FALSE,INATTENTION,Car Only,NA,2014,0,night 1800-0559,FALSE,FALSE,FALSE,Other
2765631,FALSE,4/11/2014 3:39:00 PM,NA,FALSE,FALSE,FAIL TO YIELD,Car Only,NA,2014,15,day 0600-1759,FALSE,FALSE,FALSE,Other
2765881,FALSE,7/23/2014 12:50:00 PM,NA,TRUE,FALSE,,Includes Ped or Cyclist,Includes Ped,2014,12,day 0600-1759,FALSE,FALSE,FALSE,NA
2927058,FALSE,10/15/2016 2:55:00 AM,NA,FALSE,FALSE,,Car Only,NA,2016,2,night 1800-0559,FALSE,FALSE,FALSE,Other
2927059,FALSE,12/28/2016 1:30:00 AM,POWER POLE,FALSE,FALSE,,Car Only,NA,2016,1,night 1800-0559,FALSE,FALSE,FALSE,Other
2927060,FALSE,1/9/2017 3:45:00 AM,NA,FALSE,FALSE,,Car Only,NA,2017,3,night 1800-0559,FALSE,FALSE,FALSE,Other
2927061,FALSE,6/14/2017 2:07:00 AM,CURB,FALSE,FALSE,,Car Only,NA,2017,2,night 1800-0559,FALSE,FALSE,FALSE,Silverdale UGA
2927062,FALSE,12/10/2017 8:22:00 PM,NA,FALSE,FALSE,,Car Only,NA,2017,20,night 1800-0559,FALSE,FALSE,FALSE,Other
2951878,FALSE,4/9/2014 4:35:00 PM,NA,FALSE,FALSE,,Car Only,NA,2014,16,day 0600-1759,FALSE,FALSE,FALSE,City of Poulsbo
2957201,FALSE,10/8/2016 5:02:00 PM,NA,FALSE,FALSE,,Car Only,NA,2016,17,day 0600-1759,FALSE,FALSE,FALSE,City of Bremerton
2957217,TRUE,5/10/2017 6:28:00 PM,NA,FALSE,FALSE,,Car Only,NA,2017,18,night 1800-0559,FALSE,FALSE,FALSE,City of Bremerton
2957220,FALSE,5/20/2017 8:00:00 PM,NA,FALSE,FALSE,,Car Only,NA,2017,20,night 1800-0559,FALSE,FALSE,FALSE,City of Bremerton
2957222,FALSE,5/24/2017 1:45:00 PM,NA,FALSE,FALSE,FOLLOWING TOO CLOSE,Car Only,NA,2017,13,day 0600-1759,FALSE,FALSE,FALSE,City of Bremerton
2957225,FALSE,6/7/2017 7:55:00 PM,NA,FALSE,FALSE,,Car Only,NA,2017,19,night 1800-0559,FALSE,FALSE,FALSE,City of Bremerton
2980402,FALSE,4/19/2014 4:19:00 PM,NA,FALSE,FALSE,FOLLOWING TOO CLOSE,Car Only,NA,2014,16,day 0600-1759,FALSE,FALSE,FALSE,City of Bremerton
2980407,FALSE,1/5/2014 9:41:00 AM,NA,FALSE,FALSE,,Car Only,NA,2014,9,day 0600-1759,FALSE,FALSE,FALSE,Other
2980475,FALSE,4/9/2014 10:35:00 PM,NA,FALSE,FALSE,FOLLOWING TOO CLOSE,Car Only,NA,2014,22,night 1800-0559,FALSE,FALSE,FALSE,Other
2980704,FALSE,7/20/2014 2:05:00 PM,NA,FALSE,FALSE,,Car Only,NA,2014,14,day 0600-1759,FALSE,FALSE,FALSE,City of Bainbridge Island
3000635,FALSE,1/19/2014 9:30:00 PM,NA,FALSE,FALSE,,Car Only,NA,2014,21,night 1800-0559,FALSE,FALSE,FALSE,City of Poulsbo
3001078,FALSE,8/28/2014 4:28:00 PM,NA,FALSE,FALSE,SPEED/TOO FAST,Car Only,NA,2014,16,day 0600-1759,FALSE,FALSE,TRUE,Gorst UGA
3001079,TRUE,9/27/2014 9:08:00 PM,NA,FALSE,FALSE,,Car Only,NA,2014,21,night 1800-0559,FALSE,FALSE,FALSE,Port Orchard UGA
3001081,FALSE,10/31/2014 12:40:00 PM,NA,FALSE,FALSE,SPEED/TOO FAST,Car Only,NA,2014,12,day 0600-1759,FALSE,FALSE,TRUE,City of Bremerton
3001082,FALSE,11/13/2014 3:58:00 PM,NA,FALSE,FALSE,,Car Only,NA,2014,15,day 0600-1759,FALSE,FALSE,FALSE,Other
3001083,FALSE,11/13/2014 5:50:00 PM,NA,FALSE,FALSE,FAIL TO YIELD,Car Only,NA,2014,17,day 0600-1759,FALSE,FALSE,FALSE,Other
3079246,FALSE,4/22/2018 8:19:00 PM,NA,FALSE,FALSE,DUI,Car Only,NA,2018,20,night 1800-0559,TRUE,FALSE,FALSE,City of Bremerton
3079247,FALSE,5/8/2018 5:49:00 AM,NA,FALSE,FALSE,,Car Only,NA,2018,5,night 1800-0559,FALSE,FALSE,FALSE,City of Bremerton
3100769,FALSE,11/30/2014 5:15:00 PM,NA,FALSE,FALSE,SPEED/TOO FAST,Car Only,NA,2014,17,day 0600-1759,FALSE,FALSE,TRUE,City of Poulsbo
3104178,FALSE,3/16/2015 3:31:00 PM,NA,FALSE,FALSE,"OFF ROAD, OFF ROAD, OFF ROAD, OFF ROAD, OFF ROAD",Car Only,NA,2015,15,day 0600-1759,FALSE,FALSE,FALSE,Other
3104179,FALSE,5/6/2015 2:43:00 PM,NA,FALSE,FALSE,,Car Only,NA,2015,14,day 0600-1759,FALSE,FALSE,FALSE,Silverdale UGA
3104181,FALSE,12/24/2017 1:11:00 PM,NA,FALSE,FALSE,,Car Only,NA,2017,13,day 0600-1759,FALSE,FALSE,FALSE,City of Bainbridge Island
3104324,FALSE,4/19/2014 4:20:00 PM,NA,FALSE,FALSE,FOLLOWING TOO CLOSE,Car Only,NA,2014,16,day 0600-1759,FALSE,FALSE,FALSE,Other
3107927,FALSE,4/28/2018 2:14:00 AM,NA,FALSE,FALSE,,Car Only,NA,2018,2,night 1800-0559,FALSE,FALSE,FALSE,Other
3111118,FALSE,12/23/2015 11:07:00 PM,NA,FALSE,FALSE,,Car Only,NA,2015,23,night 1800-0559,FALSE,FALSE,FALSE,Central Kitsap UGA
3111216,FALSE,8/18/2014 7:29:00 PM,NA,FALSE,FALSE,,Car Only,NA,2014,19,night 1800-0559,FALSE,FALSE,FALSE,Other
3111217,FALSE,8/24/2014 6:00:00 PM,NA,FALSE,FALSE,,Car Only,NA,2014,18,night 1800-0559,FALSE,FALSE,FALSE,Other
3174159,FALSE,2/5/2015 11:45:00 PM,NA,FALSE,FALSE,DUI,Car Only,NA,2015,23,night 1800-0559,TRUE,FALSE,FALSE,City of Port Orchard
3174160,FALSE,7/10/2016 4:50:00 AM,NA,FALSE,FALSE,,Car Only,NA,2016,4,night 1800-0559,FALSE,FALSE,FALSE,City of Port Orchard
3217176,FALSE,2/10/2014 7:30:00 PM,NA,FALSE,FALSE,"NO/SUSP LICENSE/ENDORSEMENT, INATTENTION",Car Only,NA,2014,19,night 1800-0559,FALSE,FALSE,FALSE,Port Orchard UGA
3217251,FALSE,11/17/2014 3:36:00 PM,NA,FALSE,FALSE,,Car Only,NA,2014,15,day 0600-1759,FALSE,FALSE,FALSE,Other
3217252,FALSE,11/17/2014 6:10:00 PM,NA,FALSE,FALSE,,Car Only,NA,2014,18,night 1800-0559,FALSE,FALSE,FALSE,Other
3217253,FALSE,4/20/2016 11:16:00 AM,NA,FALSE,FALSE,,Car Only,NA,2016,11,day 0600-1759,FALSE,FALSE,FALSE,Other
3217376,FALSE,3/11/2014 4:24:00 PM,NA,FALSE,FALSE,,Car Only,NA,2014,16,day 0600-1759,FALSE,FALSE,FALSE,Port Orchard UGA
3217476,FALSE,10/4/2014 6:40:00 PM,NA,FALSE,FALSE,,Car Only,NA,2014,18,night 1800-0559,FALSE,FALSE,FALSE,Other
3217526,FALSE,5/9/2014 9:48:00 AM,NA,FALSE,FALSE,,Car Only,NA,2014,9,day 0600-1759,FALSE,FALSE,FALSE,Other
3217528,FALSE,5/9/2014 7:32:00 AM,NA,FALSE,FALSE,,Car Only,NA,2014,7,day 0600-1759,FALSE,FALSE,FALSE,Other
3217533,FALSE,12/28/2014 4:06:00 AM,NA,FALSE,FALSE,,Car Only,NA,2014,4,night 1800-0559,FALSE,FALSE,FALSE,Other
3217578,TRUE,11/26/2015 7:25:00 PM,NA,FALSE,FALSE,,Car Only,NA,2015,19,night 1800-0559,FALSE,FALSE,FALSE,Other
3217603,FALSE,4/7/2014 9:08:00 PM,NA,FALSE,FALSE,FAIL TO YIELD,Car Only,NA,2014,21,night 1800-0559,FALSE,FALSE,FALSE,Port Orchard UGA
3217604,FALSE,12/24/2018 7:20:00 AM,POLE,FALSE,FALSE,,Car Only,NA,2018,7,day 0600-1759,FALSE,FALSE,FALSE,Other
3226326,FALSE,8/17/2015 3:45:00 PM,NA,FALSE,FALSE,FAIL TO YIELD,Car Only,NA,2015,15,day 0600-1759,FALSE,FALSE,FALSE,City of Bremerton
3226389,FALSE,5/21/2016 1:30:00 PM,NA,FALSE,FALSE,FAIL TO YIELD,Car Only,NA,2016,13,day 0600-1759,FALSE,FALSE,FALSE,City of Bremerton
3226397,FALSE,9/17/2016 12:25:00 PM,NA,FALSE,FALSE,,Car Only,NA,2016,12,day 0600-1759,FALSE,FALSE,FALSE,City of Bremerton
3226399,FALSE,9/29/2016 5:47:00 PM,NA,FALSE,FALSE,,Car Only,NA,2016,17,day 0600-1759,FALSE,FALSE,FALSE,City of Bremerton
3226476,FALSE,4/29/2018 1:50:00 PM,NA,FALSE,FALSE,,Car Only,NA,2018,13,day 0600-1759,FALSE,FALSE,FALSE,City of Bremerton
3226479,FALSE,11/17/2018 12:47:00 AM,NA,FALSE,FALSE,,Car Only,NA,2018,0,night 1800-0559,FALSE,FALSE,FALSE,City of Bremerton
3226480,FALSE,12/6/2018 7:19:00 PM,NA,FALSE,FALSE,,Car Only,NA,2018,19,night 1800-0559,FALSE,FALSE,FALSE,City of Bremerton
3226481,TRUE,12/23/2018 1:58:00 AM,BUILDING,FALSE,FALSE,,Car Only,NA,2018,1,night 1800-0559,FALSE,FALSE,FALSE,City of Bremerton
3226482,FALSE,1/31/2019 5:53:00 PM,NA,FALSE,FALSE,,Car Only,NA,2019,17,day 0600-1759,FALSE,FALSE,FALSE,City of Bremerton
3226483,FALSE,2/1/2019 4:48:00 PM,NA,FALSE,FALSE,,Car Only,NA,2019,16,day 0600-1759,FALSE,FALSE,FALSE,City of Bremerton
3226484,FALSE,2/10/2019 8:11:00 PM,NA,FALSE,FALSE,,Car Only,NA,2019,20,night 1800-0559,FALSE,FALSE,FALSE,City of Bremerton
3226485,FALSE,3/7/2019 5:00:00 AM,NA,FALSE,FALSE,,Car Only,NA,2019,5,night 1800-0559,FALSE,FALSE,FALSE,City of Bremerton
3226486,FALSE,3/9/2019 1:28:00 AM,NA,FALSE,FALSE,,Car Only,NA,2019,1,night 1800-0559,FALSE,FALSE,FALSE,City of Bremerton
3226487,FALSE,5/5/2019 2:58:00 AM,POLE,FALSE,FALSE,,Car Only,NA,2019,2,night 1800-0559,FALSE,FALSE,FALSE,City of Bremerton
3226488,FALSE,5/14/2019 4:16:00 PM,NA,FALSE,FALSE,,Car Only,NA,2019,16,day 0600-1759,FALSE,FALSE,FALSE,City of Bremerton
3226490,TRUE,8/23/2019 5:54:00 AM,NA,FALSE,FALSE,,Car Only,NA,2019,5,night 1800-0559,FALSE,FALSE,FALSE,City of Bremerton
3226501,FALSE,12/16/2015 6:49:00 AM,NA,TRUE,FALSE,,Includes Ped or Cyclist,Includes Ped,2015,6,day 0600-1759,FALSE,FALSE,FALSE,City of Bremerton
3226503,FALSE,7/29/2016 7:02:00 AM,NA,FALSE,FALSE,INATTENTION,Car Only,NA,2016,7,day 0600-1759,FALSE,FALSE,FALSE,City of Bremerton
3226505,FALSE,11/1/2016 7:42:00 AM,NA,FALSE,FALSE,,Car Only,NA,2016,7,day 0600-1759,FALSE,FALSE,FALSE,City of Bremerton
3226506,FALSE,11/1/2016 1:39:00 PM,NA,FALSE,FALSE,,Car Only,NA,2016,13,day 0600-1759,FALSE,FALSE,FALSE,City of Bremerton
3226508,FALSE,12/31/2016 9:07:00 AM,NA,FALSE,FALSE,INATTENTION,Car Only,NA,2016,9,day 0600-1759,FALSE,FALSE,FALSE,City of Bremerton
3226509,FALSE,2/1/2017 9:59:00 AM,NA,FALSE,FALSE,,Car Only,NA,2017,9,day 0600-1759,FALSE,FALSE,FALSE,City of Bremerton
3226510,FALSE,10/24/2017 9:52:00 AM,NA,TRUE,FALSE,,Includes Ped or Cyclist,Includes Ped,2017,9,day 0600-1759,FALSE,FALSE,FALSE,City of Bremerton
3226511,FALSE,11/13/2017 6:01:00 AM,NA,FALSE,FALSE,,Car Only,NA,2017,6,day 0600-1759,FALSE,FALSE,FALSE,City of Bremerton
3226513,FALSE,12/11/2017 6:11:00 AM,TREE,FALSE,FALSE,,Car Only,NA,2017,6,day 0600-1759,FALSE,FALSE,FALSE,City of Bremerton
3226515,FALSE,1/25/2018 3:44:00 PM,NA,FALSE,FALSE,,Car Only,NA,2018,15,day 0600-1759,FALSE,FALSE,FALSE,City of Bremerton
3226516,FALSE,2/5/2018 7:12:00 AM,NA,FALSE,FALSE,,Car Only,NA,2018,7,day 0600-1759,FALSE,FALSE,FALSE,City of Bremerton
3226517,FALSE,3/12/2018 3:08:00 PM,NA,FALSE,FALSE,,Car Only,NA,2018,15,day 0600-1759,FALSE,FALSE,FALSE,City of Bremerton
3226518,TRUE,3/23/2018 12:33:00 PM,NA,FALSE,FALSE,,Car Only,NA,2018,12,day 0600-1759,FALSE,FALSE,FALSE,City of Bremerton
3226519,TRUE,4/10/2018 8:50:00 AM,NA,FALSE,FALSE,,Car Only,NA,2018,8,day 0600-1759,FALSE,FALSE,FALSE,City of Bremerton
3226520,FALSE,4/11/2018 2:56:00 PM,NA,FALSE,FALSE,,Car Only,NA,2018,14,day 0600-1759,FALSE,FALSE,FALSE,City of Bremerton
3226521,FALSE,4/30/2018 2:08:00 PM,NA,FALSE,FALSE,,Car Only,NA,2018,14,day 0600-1759,FALSE,FALSE,FALSE,City of Bremerton
3226522,FALSE,5/1/2018 2:26:00 PM,NA,FALSE,FALSE,,Car Only,NA,2018,14,day 0600-1759,FALSE,FALSE,FALSE,City of Bremerton
3226523,FALSE,5/18/2018 11:50:00 AM,NA,FALSE,FALSE,INATTENTION,Car Only,NA,2018,11,day 0600-1759,FALSE,FALSE,FALSE,City of Bremerton
3226524,FALSE,7/2/2018 2:57:00 PM,NA,FALSE,FALSE,,Car Only,NA,2018,14,day 0600-1759,FALSE,FALSE,FALSE,City of Bremerton
3226552,FALSE,11/16/2015 6:58:00 PM,NA,FALSE,FALSE,,Car Only,NA,2015,18,night 1800-0559,FALSE,FALSE,FALSE,City of Bremerton
3226553,FALSE,7/6/2017 12:21:00 PM,DEER,FALSE,FALSE,,Car Only,NA,2017,12,day 0600-1759,FALSE,FALSE,FALSE,City of Bremerton
3226576,FALSE,12/9/2015 10:36:00 PM,NA,FALSE,FALSE,,Car Only,NA,2015,22,night 1800-0559,FALSE,FALSE,FALSE,City of Bremerton
3226577,FALSE,3/12/2016 8:42:00 PM,NA,FALSE,FALSE,,Car Only,NA,2016,20,night 1800-0559,FALSE,FALSE,FALSE,City of Bremerton
3226578,FALSE,3/19/2016 9:48:00 PM,NA,FALSE,FALSE,DUI,Car Only,NA,2016,21,night 1800-0559,TRUE,FALSE,FALSE,City of Bremerton
3226580,TRUE,5/15/2016 12:25:00 AM,NA,FALSE,FALSE,,Car Only,NA,2016,0,night 1800-0559,FALSE,FALSE,FALSE,City of Bremerton
3226581,FALSE,6/22/2016 12:10:00 AM,NA,FALSE,FALSE,,Car Only,NA,2016,0,night 1800-0559,FALSE,FALSE,FALSE,City of Bremerton
3226582,FALSE,7/1/2016 1:55:00 AM,NA,FALSE,FALSE,,Car Only,NA,2016,1,night 1800-0559,FALSE,FALSE,FALSE,City of Bremerton
3226585,TRUE,9/16/2016 11:17:00 PM,NA,FALSE,FALSE,,Car Only,NA,2016,23,night 1800-0559,FALSE,FALSE,FALSE,City of Bremerton
3226586,FALSE,10/30/2016 1:42:00 AM,NA,FALSE,FALSE,,Car Only,NA,2016,1,night 1800-0559,FALSE,FALSE,FALSE,City of Bremerton
3226588,FALSE,8/16/2017 10:11:00 PM,NA,FALSE,FALSE,,Car Only,NA,2017,22,night 1800-0559,FALSE,FALSE,FALSE,City of Bremerton
3226589,FALSE,10/30/2017 2:26:00 AM,CONCRETE BLOCK,FALSE,FALSE,,Car Only,NA,2017,2,night 1800-0559,FALSE,FALSE,FALSE,Bremerton West UGA
3226590,FALSE,2/10/2018 1:57:00 AM,"POLE, DITCH",FALSE,FALSE,,Car Only,NA,2018,1,night 1800-0559,FALSE,FALSE,FALSE,City of Bremerton
3226591,FALSE,3/1/2018 7:53:00 PM,NA,FALSE,FALSE,PENDING/INVESTIGATION,Car Only,NA,2018,19,night 1800-0559,FALSE,FALSE,FALSE,City of Bremerton
3226592,TRUE,6/30/2018 4:06:00 AM,LIGHT POLE/GUARDRAIL,FALSE,FALSE,,Car Only,NA,2018,4,night 1800-0559,FALSE,FALSE,FALSE,City of Bremerton
3226593,FALSE,6/30/2018 10:56:00 PM,NA,FALSE,FALSE,,Car Only,NA,2018,22,night 1800-0559,FALSE,FALSE,FALSE,City of Bremerton
3226596,FALSE,8/26/2018 1:45:00 AM,LIGHT POLE/WALL/SIGNAGE/BUS STOP,FALSE,FALSE,,Car Only,NA,2018,1,night 1800-0559,FALSE,FALSE,FALSE,City of Bremerton
3226599,TRUE,10/1/2018 11:53:00 PM,NA,FALSE,FALSE,,Car Only,NA,2018,23,night 1800-0559,FALSE,FALSE,FALSE,City of Bremerton
3226603,FALSE,2/24/2017 2:05:00 PM,NA,FALSE,FALSE,,Car Only,NA,2017,14,day 0600-1759,FALSE,FALSE,FALSE,City of Bremerton
3226604,FALSE,2/25/2017 3:25:00 PM,NA,FALSE,FALSE,,Car Only,NA,2017,15,day 0600-1759,FALSE,FALSE,FALSE,City of Bremerton
3226605,FALSE,4/11/2017 5:00:00 PM,NA,FALSE,FALSE,,Car Only,NA,2017,17,day 0600-1759,FALSE,FALSE,FALSE,City of Bremerton
3226607,FALSE,5/2/2017 5:50:00 PM,NA,FALSE,FALSE,,Car Only,NA,2017,17,day 0600-1759,FALSE,FALSE,FALSE,City of Bremerton
3226609,FALSE,6/27/2017 4:55:00 PM,NA,FALSE,FALSE,,Car Only,NA,2017,16,day 0600-1759,FALSE,FALSE,FALSE,City of Bremerton
3226610,FALSE,7/15/2017 4:15:00 PM,NA,FALSE,FALSE,,Car Only,NA,2017,16,day 0600-1759,FALSE,FALSE,FALSE,City of Bremerton
3226611,FALSE,8/19/2017 11:45:00 AM,NA,FALSE,FALSE,,Car Only,NA,2017,11,day 0600-1759,FALSE,FALSE,FALSE,City of Bremerton
3226612,TRUE,6/23/2017 10:30:00 PM,LIGHT POLE,FALSE,FALSE,,Car Only,NA,2017,22,night 1800-0559,FALSE,FALSE,FALSE,City of Bremerton
3226613,FALSE,8/21/2017 7:20:00 PM,NA,FALSE,FALSE,,Car Only,NA,2017,19,night 1800-0559,FALSE,FALSE,FALSE,City of Bremerton
3226614,FALSE,8/22/2017 10:30:00 PM,TREE,FALSE,FALSE,,Car Only,NA,2017,22,night 1800-0559,FALSE,FALSE,FALSE,City of Bremerton
3226615,FALSE,9/29/2017 6:00:00 PM,NA,FALSE,FALSE,,Car Only,NA,2017,18,night 1800-0559,FALSE,FALSE,FALSE,City of Bremerton
3226616,FALSE,11/4/2017 7:05:00 PM,POLE,FALSE,FALSE,,Car Only,NA,2017,19,night 1800-0559,FALSE,FALSE,FALSE,City of Bremerton
